mean_predicted,observed_rate,n
0.2881508442936919,0.0025549310168625446,1957
0.3727194078662389,0.009202453987730062,1956
0.4433841082305717,0.019427402862985686,1956
0.5119173218938609,0.019417475728155338,1957
0.5762987757675866,0.031186094069529654,1956
0.6370415960231695,0.03680981595092025,1956
0.6933988330334712,0.05978538579458355,1957
0.7478197641813681,0.07464212678936605,1956
0.8023353820847374,0.10122699386503067,1956
0.8711313779989095,0.16760347470618292,1957
